80
100 100 100
0 8 31 16
1 23 19 25
2 35 16 26
3 20 35 11
4 2 5 23
5 11 34 23
6 10 15 34
7 4 32 19
8 7 21 26
9 8 7 15
10 4 2 11
11 23 13 20
12 14 18 10
13 25 11 21
14 26 10 34
15 24 4 24
16 10 3 21
17 23 29 4
18 28 21 20
19 10 2 24
20 24 26 30
21 13 3 3
22 13 10 10
23 11 16 12
24 11 31 34
25 13 5 20
26 8 3 32
27 21 22 19
28 14 23 13
29 17 23 14
30 26 25 26
31 18 34 25
32 2 9 15
33 11 1 27
34 25 8 28
35 13 20 3
36 1 22 1
37 28 35 24
38 8 28 29
39 16 13 2
40 17 8 4
41 4 28 8
42 16 21 11
43 33 13 9
44 17 1 16
45 7 25 10
46 24 10 1
47 32 3 6
48 17 16 28
49 5 29 9
50 23 27 13
51 15 32 24
52 9 20 3
53 21 26 6
54 27 23 32
55 11 27 7
56 34 7 19
57 29 34 21
58 35 15 19
59 28 30 10
60 32 15 33
61 22 17 19
62 27 31 33
63 12 29 19
64 33 15 16
65 8 30 6
66 35 10 13
67 21 6 25
68 29 8 21
69 10 34 2
70 18 2 9
71 21 24 14
72 33 10 22
73 12 12 2
74 18 28 15
75 12 3 20
76 21 16 31
77 15 20 2
78 11 15 32
79 5 28 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
