60
100 100 100
0 22 8 25
1 27 9 8
2 8 33 2
3 12 24 20
4 18 35 18
5 20 31 11
6 34 29 27
7 24 9 3
8 24 5 27
9 23 21 1
10 29 30 33
11 16 23 29
12 1 20 7
13 25 1 9
14 33 11 17
15 5 28 35
16 16 15 18
17 6 15 17
18 32 20 31
19 15 23 3
20 11 11 11
21 6 9 3
22 25 21 28
23 24 29 32
24 29 21 9
25 29 29 21
26 23 2 9
27 14 14 5
28 16 18 18
29 22 19 22
30 13 1 11
31 9 25 34
32 33 21 21
33 34 21 1
34 26 34 14
35 16 16 35
36 18 34 33
37 10 16 8
38 23 26 17
39 12 20 27
40 2 29 29
41 30 24 34
42 8 22 1
43 32 27 35
44 20 1 23
45 34 23 29
46 26 6 32
47 18 24 16
48 5 30 25
49 19 16 35
50 23 3 23
51 4 24 7
52 3 3 8
53 8 6 20
54 33 13 19
55 35 24 13
56 24 35 3
57 15 8 27
58 10 1 32
59 5 9 19
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
