80
30 30 30
0 9 6 6
1 10 4 9
2 9 3 3
3 4 2 3
4 7 6 3
5 3 2 5
6 3 7 3
7 6 1 5
8 3 4 7
9 6 10 9
10 3 4 7
11 10 10 7
12 5 3 4
13 2 6 3
14 6 9 2
15 3 6 3
16 2 2 3
17 9 6 8
18 9 5 8
19 4 6 3
20 9 2 10
21 4 5 7
22 3 2 10
23 2 5 3
24 9 9 3
25 9 2 8
26 2 5 6
27 2 5 2
28 4 2 8
29 7 5 7
30 8 4 10
31 7 9 7
32 1 1 10
33 9 9 4
34 7 2 1
35 3 10 7
36 4 1 4
37 1 6 5
38 6 9 10
39 9 9 7
40 5 7 9
41 8 4 6
42 1 3 4
43 3 4 6
44 5 6 5
45 10 8 8
46 4 10 10
47 3 3 1
48 8 3 10
49 9 6 2
50 10 1 1
51 2 6 8
52 1 2 2
53 9 5 2
54 3 4 6
55 4 4 9
56 8 8 6
57 5 3 9
58 1 9 1
59 5 2 5
60 5 1 7
61 6 2 6
62 2 9 4
63 4 1 8
64 5 4 3
65 10 7 6
66 3 3 7
67 1 2 4
68 1 3 10
69 8 6 1
70 5 6 2
71 6 6 10
72 2 5 3
73 9 2 2
74 4 8 4
75 8 10 8
76 9 2 8
77 9 1 10
78 5 7 4
79 1 5 7
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
