60
30 30 30
0 9 4 7
1 9 5 9
2 3 2 3
3 3 5 1
4 3 5 1
5 1 2 9
6 3 3 2
7 3 7 10
8 9 9 9
9 6 9 7
10 8 6 9
11 1 8 4
12 3 4 10
13 2 1 5
14 7 8 3
15 5 3 7
16 4 5 2
17 8 6 3
18 10 4 4
19 3 6 10
20 7 1 8
21 10 5 2
22 9 1 10
23 10 8 9
24 3 9 8
25 7 2 4
26 6 3 7
27 4 8 8
28 4 6 8
29 3 9 9
30 1 8 2
31 5 9 6
32 5 7 5
33 1 10 6
34 8 7 10
35 9 3 9
36 1 3 4
37 1 6 2
38 6 1 10
39 1 5 7
40 5 6 10
41 4 3 7
42 7 1 10
43 3 7 3
44 3 6 6
45 8 1 1
46 9 1 5
47 6 4 5
48 10 5 5
49 9 3 4
50 1 2 6
51 1 2 8
52 1 8 6
53 4 3 10
54 4 5 8
55 7 9 4
56 4 1 10
57 1 10 6
58 3 7 8
59 6 7 5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
