80
100 100 100
0 13 30 7
1 20 26 33
2 7 5 35
3 4 1 21
4 2 26 29
5 20 31 5
6 20 28 27
7 25 19 22
8 21 5 7
9 15 18 15
10 2 12 2
11 7 12 16
12 23 2 32
13 27 24 9
14 24 9 25
15 15 28 26
16 24 23 19
17 19 12 13
18 33 3 9
19 35 18 24
20 26 26 9
21 1 30 5
22 19 30 32
23 3 13 20
24 33 25 33
25 1 21 5
26 4 17 13
27 4 10 35
28 10 2 8
29 30 1 4
30 32 18 16
31 3 21 7
32 12 13 35
33 20 35 15
34 34 18 24
35 23 26 22
36 12 26 19
37 34 10 32
38 26 2 28
39 27 3 13
40 8 1 8
41 32 22 31
42 26 33 30
43 21 1 9
44 8 11 17
45 20 14 20
46 12 20 3
47 34 27 12
48 15 11 24
49 26 20 33
50 2 35 11
51 4 34 5
52 33 11 14
53 13 22 29
54 20 25 30
55 15 34 28
56 3 9 32
57 33 20 21
58 7 13 8
59 16 25 1
60 21 3 21
61 31 34 6
62 21 29 4
63 13 6 8
64 4 7 6
65 5 24 8
66 23 12 14
67 6 6 17
68 14 17 28
69 7 14 3
70 27 34 11
71 26 23 8
72 31 17 8
73 17 17 16
74 4 19 5
75 12 3 20
76 3 9 22
77 16 15 14
78 23 28 30
79 16 27 3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
