40
100 100 100
0 3 34 24
1 19 2 31
2 3 33 19
3 24 4 11
4 29 3 29
5 9 26 25
6 6 7 24
7 15 19 33
8 35 5 23
9 23 29 17
10 16 16 16
11 9 29 18
12 3 32 5
13 3 7 25
14 14 22 30
15 7 29 14
16 3 10 14
17 31 19 32
18 15 22 23
19 7 22 19
20 11 29 16
21 13 1 29
22 35 11 6
23 7 4 18
24 14 7 7
25 31 18 8
26 12 22 34
27 31 33 14
28 2 34 26
29 6 10 35
30 15 20 20
31 21 33 5
32 15 20 35
33 20 11 11
34 25 5 24
35 26 19 9
36 25 29 24
37 7 7 11
38 5 31 35
39 24 6 26
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
