80
100 100 100
0 12 6 16
1 21 26 28
2 18 4 14
3 27 32 4
4 34 1 22
5 23 5 24
6 22 32 14
7 6 35 29
8 11 18 25
9 8 19 21
10 7 22 25
11 30 2 32
12 7 35 2
13 16 31 21
14 30 16 5
15 20 15 8
16 5 7 21
17 20 34 30
18 9 23 35
19 26 13 18
20 8 10 24
21 24 35 4
22 22 10 3
23 21 14 33
24 6 13 9
25 7 2 5
26 32 2 28
27 22 14 7
28 30 5 27
29 17 22 2
30 14 13 13
31 25 4 15
32 12 5 20
33 20 17 31
34 23 4 18
35 21 29 9
36 4 4 17
37 20 21 14
38 7 2 22
39 12 2 26
40 21 34 30
41 3 18 29
42 16 34 6
43 2 1 23
44 27 28 28
45 9 11 33
46 5 25 14
47 18 30 8
48 30 11 24
49 20 34 5
50 34 26 4
51 29 23 19
52 17 16 3
53 5 32 6
54 18 7 27
55 29 3 11
56 10 23 23
57 16 5 11
58 23 1 14
59 22 27 27
60 23 16 14
61 21 11 19
62 12 13 33
63 34 16 2
64 16 22 16
65 28 34 21
66 8 35 31
67 16 1 4
68 12 5 27
69 13 12 34
70 22 23 16
71 4 1 16
72 21 7 22
73 34 23 28
74 12 23 18
75 11 25 18
76 32 3 2
77 1 4 19
78 23 6 27
79 2 35 18
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
