80
100 100 100
0 13 21 17
1 3 13 35
2 24 21 20
3 24 23 16
4 18 18 14
5 35 17 25
6 3 17 15
7 25 34 32
8 28 34 26
9 25 27 5
10 27 20 30
11 2 27 22
12 35 12 4
13 13 14 6
14 18 21 10
15 10 2 9
16 35 14 26
17 17 6 13
18 6 17 25
19 8 14 34
20 3 16 15
21 15 6 11
22 28 16 33
23 33 1 21
24 23 34 24
25 11 9 21
26 30 15 11
27 29 1 26
28 4 15 28
29 7 25 7
30 28 22 22
31 26 29 25
32 2 28 15
33 19 9 4
34 17 18 31
35 15 10 18
36 21 13 1
37 27 6 14
38 30 15 7
39 34 30 28
40 12 17 24
41 18 2 13
42 26 19 18
43 14 34 15
44 11 13 14
45 34 4 7
46 34 28 16
47 31 3 25
48 26 29 18
49 24 12 8
50 27 8 30
51 14 9 13
52 19 19 16
53 31 6 5
54 22 31 33
55 5 4 22
56 32 15 20
57 17 15 20
58 6 30 9
59 2 16 3
60 19 19 13
61 17 28 21
62 31 27 26
63 33 15 12
64 22 19 23
65 16 5 5
66 18 17 11
67 18 21 1
68 34 23 15
69 13 2 4
70 33 19 33
71 8 13 24
72 10 18 28
73 32 18 14
74 20 17 24
75 7 4 4
76 31 16 34
77 33 4 35
78 30 1 32
79 10 1 5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
