60
30 30 30
0 1 1 6
1 2 9 1
2 7 1 2
3 5 4 7
4 5 6 10
5 5 2 4
6 9 3 7
7 3 4 2
8 2 6 5
9 8 5 9
10 2 8 6
11 3 3 5
12 4 1 6
13 8 3 7
14 3 1 7
15 5 3 10
16 9 6 10
17 9 8 8
18 4 3 6
19 10 2 4
20 10 9 9
21 4 9 4
22 3 7 6
23 6 1 1
24 5 8 4
25 5 2 5
26 2 5 5
27 4 1 8
28 6 10 5
29 8 7 7
30 7 1 7
31 7 1 6
32 1 3 4
33 4 6 7
34 7 10 5
35 6 9 8
36 8 3 10
37 4 6 8
38 4 7 2
39 7 7 1
40 8 5 5
41 7 1 1
42 3 1 2
43 6 3 3
44 5 5 6
45 2 5 1
46 9 2 6
47 10 10 8
48 7 3 10
49 8 3 5
50 7 5 3
51 1 7 7
52 7 5 1
53 10 3 10
54 3 10 7
55 4 9 8
56 4 3 8
57 5 7 6
58 1 3 7
59 8 4 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
