80
100 100 100
0 23 33 24
1 1 23 28
2 34 1 8
3 21 25 23
4 9 12 5
5 4 22 5
6 16 35 17
7 19 24 24
8 27 25 13
9 3 24 8
10 15 16 30
11 1 30 3
12 9 13 22
13 11 21 35
14 19 10 31
15 30 10 13
16 12 27 5
17 30 33 8
18 23 34 17
19 25 23 35
20 20 27 23
21 7 20 13
22 26 7 19
23 30 35 34
24 8 27 4
25 31 4 16
26 3 12 15
27 30 16 20
28 13 5 27
29 8 22 18
30 28 15 33
31 27 35 13
32 7 28 5
33 35 25 30
34 4 30 19
35 13 19 2
36 31 35 17
37 30 14 31
38 24 3 26
39 2 19 22
40 13 26 6
41 22 21 24
42 10 34 2
43 10 27 33
44 9 5 16
45 11 25 31
46 13 9 26
47 29 14 20
48 24 34 25
49 18 16 24
50 1 6 12
51 35 15 23
52 10 7 7
53 3 29 18
54 16 28 32
55 17 14 31
56 27 23 14
57 32 29 1
58 27 25 14
59 21 8 4
60 28 35 34
61 9 12 12
62 24 25 16
63 34 30 8
64 27 33 6
65 31 31 16
66 35 17 19
67 20 31 30
68 21 6 6
69 23 7 35
70 15 23 27
71 16 29 1
72 28 3 12
73 19 19 28
74 4 26 4
75 7 5 10
76 24 16 18
77 17 7 24
78 18 7 6
79 7 2 4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
