80
100 100 100
0 15 9 22
1 16 27 26
2 21 31 20
3 24 21 21
4 18 29 3
5 6 26 23
6 35 35 13
7 32 34 17
8 13 22 32
9 32 16 25
10 15 15 8
11 19 5 9
12 11 32 26
13 4 28 34
14 25 14 1
15 1 30 16
16 33 8 27
17 32 2 33
18 14 3 25
19 5 26 18
20 8 31 10
21 29 24 30
22 17 33 22
23 29 9 23
24 7 32 30
25 10 27 29
26 33 24 4
27 26 7 28
28 4 24 18
29 27 7 8
30 32 20 4
31 23 2 25
32 20 23 28
33 29 11 28
34 7 26 12
35 1 8 34
36 18 5 32
37 8 23 5
38 4 31 14
39 32 2 1
40 18 25 16
41 29 35 23
42 29 17 17
43 26 32 20
44 5 16 14
45 19 33 20
46 33 23 25
47 21 22 27
48 13 24 33
49 5 5 9
50 26 12 23
51 7 30 21
52 14 28 27
53 13 30 11
54 12 32 20
55 17 35 21
56 20 10 12
57 6 22 25
58 13 7 27
59 5 15 4
60 18 11 25
61 11 35 1
62 12 5 30
63 27 26 7
64 34 23 2
65 29 13 19
66 24 4 10
67 25 9 31
68 25 16 22
69 32 21 19
70 24 12 2
71 7 13 20
72 16 9 9
73 14 26 4
74 30 35 10
75 9 26 15
76 5 16 30
77 26 5 14
78 21 11 13
79 30 29 5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
