40
100 100 100
0 70 79 56
1 50 40 89
2 7 40 79
3 28 34 25
4 61 1 75
5 40 11 21
6 13 78 55
7 61 49 78
8 90 50 80
9 39 74 84
10 6 13 8
11 25 9 51
12 80 13 95
13 98 69 73
14 14 23 73
15 69 12 45
16 12 68 65
17 91 33 84
18 66 22 75
19 96 59 88
20 75 71 24
21 98 74 43
22 98 84 87
23 10 9 68
24 37 10 37
25 70 69 22
26 60 78 79
27 9 37 41
28 21 21 9
29 9 78 52
30 21 98 39
31 17 56 92
32 23 31 65
33 59 49 85
34 16 39 79
35 1 11 1
36 30 20 24
37 40 54 20
38 10 84 41
39 78 11 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
