80
30 30 30
0 8 8 3
1 3 1 2
2 9 10 7
3 1 10 5
4 10 2 6
5 10 10 6
6 5 9 9
7 1 1 6
8 2 6 8
9 6 4 6
10 4 8 7
11 7 1 10
12 4 6 1
13 4 7 4
14 6 1 1
15 7 5 1
16 5 6 7
17 6 3 3
18 1 6 5
19 3 8 3
20 7 6 10
21 2 3 7
22 3 5 3
23 4 9 2
24 8 1 9
25 1 8 9
26 7 8 5
27 5 6 4
28 10 9 10
29 6 4 5
30 2 10 5
31 9 6 4
32 1 8 9
33 7 9 7
34 5 8 3
35 1 8 6
36 7 7 5
37 6 2 2
38 8 1 9
39 9 2 8
40 10 8 1
41 4 5 3
42 1 7 3
43 6 8 5
44 7 10 3
45 7 4 1
46 1 2 1
47 6 8 9
48 4 5 6
49 1 10 9
50 7 3 5
51 1 7 9
52 7 1 3
53 9 9 4
54 6 5 5
55 1 8 7
56 6 7 3
57 3 1 5
58 6 10 7
59 9 6 3
60 6 4 5
61 6 4 1
62 5 5 8
63 10 10 3
64 3 2 8
65 4 2 2
66 1 2 5
67 4 6 6
68 3 3 2
69 8 7 9
70 4 5 6
71 3 7 5
72 6 1 6
73 7 8 1
74 7 5 4
75 6 9 1
76 7 7 6
77 8 1 6
78 9 6 2
79 4 9 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
