60
30 30 30
0 2 6 10
1 1 6 4
2 9 7 5
3 1 7 7
4 1 3 10
5 7 7 5
6 2 1 8
7 5 4 8
8 1 8 3
9 4 3 8
10 3 2 8
11 2 8 6
12 6 6 6
13 2 7 5
14 10 10 7
15 4 7 1
16 10 8 6
17 1 4 8
18 10 3 5
19 10 7 2
20 8 8 7
21 9 3 10
22 1 10 3
23 6 9 9
24 6 8 5
25 8 5 3
26 8 7 7
27 3 7 5
28 2 10 5
29 4 6 7
30 4 10 5
31 1 4 7
32 8 6 4
33 9 8 10
34 5 3 8
35 8 10 10
36 6 8 10
37 7 3 7
38 9 9 1
39 5 5 2
40 1 10 9
41 1 2 1
42 2 7 2
43 8 7 6
44 3 9 3
45 10 8 8
46 6 1 10
47 1 1 3
48 5 6 6
49 8 6 4
50 9 10 2
51 2 4 1
52 1 4 10
53 7 8 6
54 8 7 2
55 10 4 4
56 2 2 5
57 9 9 2
58 7 6 7
59 10 7 6
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
