80
30 30 30
0 4 6 9
1 3 2 10
2 2 10 6
3 5 7 6
4 2 5 7
5 8 9 7
6 8 4 3
7 10 4 8
8 2 4 5
9 10 4 8
10 3 7 10
11 9 4 6
12 4 1 6
13 6 1 8
14 3 8 8
15 3 6 9
16 3 8 9
17 6 5 1
18 6 6 6
19 8 2 2
20 1 9 5
21 7 1 6
22 5 4 6
23 7 7 1
24 1 5 8
25 2 2 7
26 6 4 7
27 10 8 10
28 1 9 9
29 3 4 1
30 4 1 4
31 6 6 8
32 3 1 4
33 9 4 7
34 7 9 7
35 5 10 3
36 10 1 4
37 1 2 7
38 10 1 3
39 1 6 9
40 10 3 1
41 1 3 2
42 5 7 6
43 5 9 10
44 3 6 10
45 5 5 6
46 8 6 6
47 3 4 6
48 5 7 8
49 9 10 5
50 9 4 2
51 2 2 6
52 9 1 7
53 7 1 10
54 6 10 9
55 10 4 2
56 3 6 3
57 7 3 10
58 4 8 6
59 6 3 8
60 7 3 9
61 4 2 1
62 8 3 7
63 7 5 2
64 10 9 1
65 6 6 5
66 3 7 1
67 2 6 10
68 9 6 6
69 5 9 8
70 3 6 7
71 5 2 2
72 3 7 1
73 10 8 7
74 10 8 8
75 3 8 10
76 6 1 3
77 10 3 6
78 3 7 10
79 3 3 2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
