80
100 100 100
0 24 14 18
1 17 8 14
2 21 34 5
3 8 24 32
4 21 1 2
5 24 2 33
6 6 1 1
7 1 16 1
8 30 22 22
9 4 19 14
10 31 7 4
11 22 32 22
12 4 10 19
13 9 6 2
14 20 12 1
15 26 27 34
16 30 4 33
17 31 35 16
18 18 10 10
19 27 4 29
20 18 9 21
21 13 27 26
22 3 10 24
23 32 19 28
24 6 11 33
25 6 21 17
26 16 26 33
27 28 23 26
28 16 10 30
29 1 19 14
30 20 19 24
31 12 13 30
32 9 18 21
33 30 31 32
34 15 20 4
35 13 16 28
36 11 11 15
37 20 30 3
38 15 3 14
39 33 13 19
40 5 24 10
41 23 4 21
42 16 35 10
43 29 11 22
44 15 26 5
45 19 18 26
46 25 5 9
47 24 28 26
48 3 24 14
49 24 1 17
50 8 3 1
51 14 7 22
52 5 5 10
53 19 7 23
54 5 34 21
55 34 32 32
56 33 32 8
57 6 17 14
58 14 24 19
59 19 10 26
60 3 29 16
61 1 7 24
62 1 26 34
63 33 16 21
64 34 1 27
65 30 1 21
66 24 10 25
67 12 23 1
68 20 17 8
69 6 28 14
70 8 18 13
71 35 32 6
72 30 31 15
73 26 12 15
74 22 24 32
75 13 32 11
76 21 17 12
77 25 30 6
78 16 3 32
79 21 2 17
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
