60
30 30 30
0 10 9 4
1 4 7 6
2 3 8 1
3 3 7 4
4 7 5 3
5 3 6 8
6 4 7 9
7 2 4 10
8 7 1 7
9 4 10 6
10 3 7 6
11 3 1 8
12 6 5 9
13 3 1 3
14 4 1 8
15 10 9 9
16 6 3 10
17 5 5 3
18 3 7 5
19 8 2 10
20 2 4 3
21 4 8 10
22 7 3 10
23 9 8 2
24 6 9 5
25 9 3 8
26 8 1 1
27 1 2 8
28 8 3 4
29 1 6 6
30 3 4 8
31 6 4 8
32 8 2 10
33 1 1 10
34 5 8 1
35 3 8 1
36 10 4 1
37 10 6 10
38 6 4 7
39 2 3 2
40 7 6 2
41 2 7 2
42 7 10 5
43 3 2 6
44 5 1 6
45 9 4 1
46 9 9 2
47 1 3 2
48 10 7 7
49 2 8 3
50 9 8 1
51 1 5 3
52 8 8 2
53 3 7 2
54 3 9 9
55 1 9 10
56 5 7 4
57 7 10 7
58 1 2 4
59 7 5 4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
