80
100 100 100
0 16 4 8
1 5 32 33
2 27 18 31
3 6 10 30
4 24 12 24
5 19 5 16
6 15 12 10
7 6 26 12
8 10 30 32
9 15 29 33
10 14 15 18
11 27 25 13
12 30 23 22
13 31 21 33
14 12 15 16
15 33 25 16
16 31 29 26
17 13 1 12
18 24 12 16
19 4 16 26
20 5 1 29
21 15 12 32
22 9 3 12
23 32 14 17
24 20 12 20
25 15 14 8
26 14 4 19
27 9 24 16
28 34 16 26
29 15 15 16
30 30 6 5
31 1 3 27
32 3 34 6
33 32 12 3
34 11 18 1
35 4 19 2
36 4 5 6
37 6 23 30
38 31 9 35
39 32 20 28
40 35 34 20
41 13 19 25
42 12 21 16
43 15 18 35
44 3 1 32
45 20 3 27
46 16 27 29
47 10 14 33
48 22 29 29
49 18 32 15
50 33 6 7
51 35 10 11
52 32 10 21
53 28 18 3
54 22 25 29
55 22 19 31
56 8 13 16
57 26 15 16
58 34 7 22
59 22 25 15
60 26 1 13
61 11 19 23
62 20 25 6
63 27 20 16
64 25 31 15
65 4 30 30
66 26 11 13
67 17 16 21
68 14 11 28
69 1 26 19
70 16 28 25
71 11 34 26
72 28 20 25
73 26 4 8
74 14 31 21
75 14 17 12
76 2 23 9
77 34 30 18
78 1 4 31
79 34 3 33
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
