80
100 100 100
0 6 24 19
1 22 15 30
2 21 30 10
3 28 21 24
4 21 10 5
5 29 3 30
6 2 32 6
7 7 19 22
8 30 4 11
9 32 7 3
10 3 33 34
11 26 9 18
12 22 17 8
13 33 9 7
14 27 26 6
15 22 29 4
16 4 16 35
17 3 23 19
18 10 1 31
19 32 2 21
20 27 8 32
21 30 22 13
22 26 19 17
23 32 27 21
24 1 23 7
25 24 4 14
26 6 22 33
27 33 30 32
28 5 5 24
29 15 2 23
30 6 8 7
31 1 23 8
32 30 21 30
33 5 18 20
34 28 29 10
35 1 34 3
36 35 27 3
37 15 12 5
38 10 28 8
39 34 27 24
40 13 21 6
41 32 6 18
42 32 12 34
43 4 19 35
44 1 20 15
45 35 5 13
46 34 17 10
47 16 32 9
48 32 28 28
49 31 32 4
50 1 14 34
51 32 3 18
52 10 19 18
53 3 34 4
54 20 26 10
55 23 5 14
56 6 29 10
57 5 16 29
58 14 3 15
59 32 22 29
60 16 14 1
61 2 2 23
62 14 15 35
63 21 19 4
64 32 13 12
65 9 11 21
66 31 24 28
67 9 14 34
68 31 23 15
69 19 17 7
70 15 1 16
71 22 25 4
72 4 22 26
73 11 5 35
74 18 32 10
75 31 21 32
76 8 24 34
77 7 3 5
78 7 17 22
79 9 11 5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
