60
100 100 100
0 27 21 21
1 20 33 4
2 21 33 1
3 14 5 2
4 31 21 17
5 15 30 5
6 8 22 20
7 2 23 30
8 2 16 22
9 17 13 3
10 2 8 18
11 23 7 35
12 5 34 8
13 26 6 15
14 7 25 2
15 25 23 9
16 10 35 19
17 16 25 27
18 18 12 19
19 13 16 35
20 5 26 18
21 30 30 14
22 31 30 10
23 7 8 34
24 20 13 23
25 14 15 14
26 8 26 34
27 30 3 34
28 4 3 5
29 24 6 7
30 22 13 21
31 6 2 4
32 33 6 26
33 14 26 14
34 3 1 31
35 16 33 4
36 35 33 31
37 17 28 27
38 18 26 7
39 26 14 23
40 5 8 2
41 2 33 3
42 11 15 11
43 29 12 12
44 17 31 23
45 15 1 8
46 30 1 20
47 3 30 24
48 13 3 16
49 12 2 13
50 7 28 24
51 7 12 4
52 32 3 5
53 11 35 26
54 19 18 25
55 32 35 15
56 11 3 15
57 14 17 30
58 27 13 29
59 5 4 15
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
