40
100 100 100
0 7 32 27
1 2 17 15
2 21 22 10
3 21 3 29
4 11 33 33
5 30 17 29
6 10 27 27
7 34 28 21
8 1 6 31
9 15 28 24
10 12 29 24
11 19 11 6
12 33 16 10
13 34 6 3
14 27 21 17
15 22 23 24
16 34 24 11
17 10 3 13
18 28 33 13
19 20 21 24
20 7 6 3
21 24 6 15
22 29 26 11
23 8 14 3
24 23 7 29
25 24 27 1
26 14 8 7
27 15 23 26
28 1 28 10
29 33 23 33
30 21 31 12
31 35 35 2
32 5 11 26
33 7 6 22
34 16 2 30
35 31 13 22
36 3 19 20
37 15 10 12
38 5 2 25
39 8 18 25
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
