40
100 100 100
0 12 30 79
1 28 30 63
2 61 93 97
3 23 44 29
4 70 9 76
5 33 44 6
6 66 62 11
7 55 94 35
8 19 53 27
9 100 80 86
10 49 91 77
11 13 40 62
12 28 84 4
13 99 68 65
14 43 76 46
15 76 61 67
16 6 55 32
17 74 78 78
18 70 49 13
19 60 14 97
20 10 8 1
21 4 43 38
22 66 8 73
23 79 54 48
24 11 45 64
25 29 13 52
26 14 37 10
27 12 15 60
28 17 2 20
29 47 32 11
30 32 34 22
31 9 26 21
32 90 52 71
33 48 56 4
34 19 86 22
35 96 8 86
36 92 99 71
37 87 56 83
38 32 92 17
39 60 63 83
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
