80
100 100 100
0 46 11 21
1 12 90 94
2 77 51 89
3 18 29 86
4 68 34 67
5 53 13 45
6 41 32 28
7 16 72 32
8 29 86 90
9 41 83 94
10 40 41 50
11 77 70 37
12 84 65 61
13 87 58 93
14 33 42 46
15 93 72 44
16 89 81 73
17 36 2 34
18 68 33 44
19 10 44 73
20 12 1 82
21 42 33 91
22 25 7 35
23 90 38 46
24 55 34 57
25 43 40 22
26 40 10 52
27 25 66 46
28 96 44 73
29 42 41 45
30 84 16 14
31 2 7 75
32 9 96 17
33 91 33 8
34 31 52 2
35 10 54 4
36 10 12 15
37 15 64 86
38 86 25 98
39 92 58 80
40 100 96 56
41 35 52 69
42 34 59 44
43 42 50 98
44 8 1 89
45 57 7 75
46 44 75 83
47 28 40 94
48 62 81 82
49 52 89 42
50 94 16 20
51 100 26 29
52 90 27 60
53 79 51 7
54 62 72 82
55 63 54 88
56 21 35 46
57 72 43 45
58 97 19 63
59 61 70 43
60 73 2 35
61 30 52 65
62 56 70 16
63 76 57 45
64 70 88 43
65 10 84 86
66 74 31 37
67 48 46 58
68 39 32 78
69 3 74 55
70 44 78 70
71 30 95 73
72 79 56 71
73 74 11 23
74 39 89 60
75 38 46 33
76 6 65 23
77 95 84 50
78 2 11 87
79 96 8 93
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
