60
30 30 30
0 1 7 6
1 1 9 3
2 4 6 8
3 3 8 2
4 6 8 4
5 4 4 1
6 5 2 5
7 2 3 10
8 5 10 1
9 4 6 2
10 1 4 9
11 7 9 3
12 4 6 10
13 9 10 4
14 10 2 2
15 10 1 4
16 3 5 4
17 3 3 9
18 8 4 3
19 2 5 6
20 3 3 4
21 1 10 6
22 1 7 2
23 4 4 8
24 9 2 3
25 7 10 1
26 10 5 4
27 8 10 1
28 2 6 8
29 8 6 9
30 7 9 5
31 1 3 7
32 2 9 7
33 1 9 3
34 7 8 5
35 5 10 7
36 6 3 3
37 1 7 1
38 4 7 8
39 5 10 6
40 3 7 10
41 4 7 1
42 1 6 3
43 4 10 1
44 5 7 9
45 7 8 3
46 1 5 8
47 3 7 7
48 9 9 6
49 1 7 3
50 2 8 3
51 2 1 6
52 5 4 4
53 9 3 10
54 5 1 2
55 4 10 5
56 10 10 6
57 2 1 9
58 10 6 7
59 2 1 9
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
