40
100 100 100
0 21 3 15
1 16 4 23
2 1 35 18
3 33 10 8
4 12 23 11
5 26 6 34
6 14 33 25
7 1 8 23
8 24 14 16
9 31 16 4
10 7 29 7
11 12 22 22
12 10 21 20
13 14 34 29
14 26 24 24
15 34 34 32
16 28 28 22
17 24 34 29
18 3 8 10
19 17 35 27
20 28 5 17
21 5 24 12
22 15 19 14
23 11 8 3
24 14 31 2
25 8 17 9
26 12 22 35
27 18 20 28
28 30 17 15
29 4 17 9
30 29 25 35
31 17 19 3
32 33 26 26
33 7 20 33
34 34 31 29
35 31 34 7
36 23 15 14
37 29 17 32
38 32 29 1
39 28 6 6
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
