80
30 30 30
0 6 4 3
1 9 5 5
2 2 9 4
3 10 8 4
4 9 10 10
5 1 6 4
6 9 6 8
7 7 1 10
8 2 10 3
9 6 3 7
10 2 9 3
11 4 3 8
12 10 4 4
13 8 3 10
14 5 9 4
15 7 8 1
16 4 2 2
17 8 7 9
18 4 4 4
19 9 1 2
20 9 3 5
21 4 1 7
22 10 10 3
23 2 7 3
24 7 3 3
25 9 10 4
26 7 1 6
27 7 9 7
28 6 5 1
29 7 5 1
30 9 7 8
31 10 6 7
32 1 7 8
33 9 5 1
34 7 1 8
35 10 9 1
36 1 10 8
37 9 6 9
38 1 8 3
39 6 2 7
40 6 3 6
41 7 1 2
42 10 4 3
43 6 4 2
44 4 6 1
45 2 6 2
46 3 10 5
47 6 10 2
48 10 2 2
49 10 6 9
50 4 6 8
51 3 6 10
52 3 1 5
53 2 9 2
54 8 6 2
55 4 2 8
56 4 6 9
57 5 7 2
58 7 5 2
59 1 1 2
60 9 10 5
61 1 5 4
62 5 10 6
63 9 3 1
64 3 8 9
65 1 10 7
66 7 2 4
67 10 6 1
68 7 10 9
69 9 1 6
70 6 5 5
71 10 7 9
72 6 5 3
73 3 2 9
74 1 4 1
75 1 4 2
76 8 8 4
77 7 7 6
78 10 2 7
79 2 6 3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
