80
100 100 100
0 18 17 32
1 23 4 14
2 35 13 4
3 27 11 4
4 28 2 22
5 34 17 23
6 11 33 5
7 20 11 22
8 6 18 12
9 19 4 11
10 30 24 35
11 1 8 10
12 25 3 2
13 6 22 11
14 24 7 2
15 8 1 11
16 5 33 31
17 11 10 30
18 19 4 19
19 24 20 3
20 12 25 15
21 13 15 23
22 35 15 3
23 13 14 7
24 28 24 21
25 29 11 34
26 32 7 4
27 35 12 14
28 32 27 24
29 19 24 28
30 17 23 5
31 2 34 4
32 31 34 16
33 28 30 28
34 12 18 13
35 20 28 9
36 4 10 34
37 8 1 21
38 11 26 2
39 33 16 15
40 28 2 32
41 18 19 23
42 29 19 20
43 25 27 14
44 1 7 17
45 20 9 11
46 11 2 34
47 32 8 31
48 19 5 8
49 2 20 34
50 35 23 5
51 32 34 8
52 5 6 7
53 30 23 34
54 5 14 3
55 5 24 16
56 1 19 35
57 19 19 13
58 14 6 25
59 26 34 6
60 14 8 25
61 34 22 23
62 28 26 21
63 16 14 4
64 30 32 8
65 16 28 9
66 35 27 10
67 7 25 17
68 24 7 15
69 27 18 8
70 34 3 34
71 32 26 25
72 14 8 2
73 28 21 17
74 20 27 13
75 33 31 14
76 22 19 22
77 31 11 11
78 3 5 11
79 10 9 28
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
