80
30 30 30
0 3 10 7
1 10 3 3
2 10 10 5
3 10 5 7
4 6 1 7
5 2 9 2
6 9 10 2
7 10 1 4
8 4 7 7
9 5 4 6
10 10 1 1
11 6 10 3
12 7 2 7
13 5 2 7
14 1 1 6
15 3 1 2
16 8 8 3
17 3 3 6
18 10 1 2
19 5 8 6
20 1 6 4
21 7 10 9
22 3 7 2
23 1 7 4
24 7 4 9
25 10 9 7
26 1 1 8
27 4 9 8
28 5 4 1
29 10 1 1
30 3 9 8
31 3 5 1
32 9 6 2
33 5 8 9
34 2 6 9
35 9 6 8
36 10 4 1
37 6 10 2
38 4 8 1
39 7 10 4
40 7 5 5
41 2 6 3
42 4 6 3
43 9 1 9
44 2 9 4
45 7 9 2
46 5 2 7
47 1 4 8
48 9 1 8
49 5 2 2
50 1 6 7
51 6 4 10
52 2 10 7
53 2 7 9
54 10 2 7
55 7 5 10
56 6 2 10
57 8 6 4
58 4 3 10
59 5 10 3
60 9 8 8
61 8 7 6
62 8 10 5
63 4 4 5
64 3 5 9
65 9 10 10
66 10 3 2
67 1 1 4
68 2 4 6
69 3 1 5
70 1 6 1
71 7 7 8
72 1 9 7
73 6 6 10
74 1 4 3
75 7 4 8
76 2 2 8
77 7 5 4
78 1 2 7
79 5 9 4
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
