80
100 100 100
0 77 35 24
1 76 59 60
2 46 62 87
3 71 67 18
4 36 67 35
5 10 26 25
6 96 53 30
7 35 16 87
8 37 9 75
9 87 71 55
10 71 2 1
11 5 38 10
12 91 83 32
13 55 60 39
14 30 81 13
15 23 39 51
16 82 21 99
17 80 87 26
18 9 36 34
19 7 24 23
20 32 12 99
21 32 55 100
22 75 74 85
23 15 17 30
24 91 29 11
25 60 75 56
26 73 37 72
27 91 14 71
28 45 69 51
29 21 54 56
30 86 32 68
31 73 81 24
32 54 96 96
33 67 7 2
34 55 32 29
35 38 49 55
36 69 73 21
37 79 61 15
38 33 79 89
39 22 14 94
40 11 89 96
41 63 16 1
42 16 68 16
43 96 9 76
44 46 18 67
45 16 84 4
46 80 67 72
47 11 48 39
48 71 91 96
49 84 51 85
50 31 6 79
51 64 24 19
52 24 95 47
53 49 62 22
54 62 7 13
55 47 13 12
56 29 53 74
57 75 42 10
58 83 20 94
59 8 40 18
60 6 82 58
61 91 75 43
62 33 78 50
63 31 23 12
64 94 71 49
65 15 54 91
66 23 69 10
67 16 7 51
68 82 28 78
69 27 20 40
70 90 100 69
71 90 66 36
72 100 72 4
73 93 43 6
74 49 33 59
75 31 9 34
76 67 57 6
77 90 56 18
78 72 22 49
79 59 62 51
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
