80
100 100 100
0 14 88 82
1 71 26 78
2 3 76 54
3 32 94 37
4 77 84 41
5 77 72 53
6 49 99 45
7 56 95 37
8 58 49 79
9 59 72 28
10 15 16 70
11 44 40 9
12 13 57 65
13 9 50 48
14 7 6 53
15 90 32 85
16 86 93 1
17 55 21 92
18 89 41 22
19 40 32 62
20 35 76 81
21 48 58 13
22 82 12 9
23 84 20 97
24 63 13 7
25 80 75 100
26 61 51 80
27 81 17 93
28 74 27 76
29 18 89 48
30 43 89 19
31 81 31 66
32 33 46 45
33 95 37 11
34 63 21 94
35 88 29 73
36 25 37 93
37 78 93 97
38 31 71 8
39 84 79 15
40 14 18 47
41 21 45 13
42 61 50 13
43 63 60 31
44 14 5 12
45 71 45 31
46 28 85 95
47 99 52 49
48 45 16 31
49 6 47 71
50 78 81 17
51 78 3 12
52 71 89 61
53 83 42 27
54 92 56 48
55 82 92 28
56 50 4 93
57 78 71 76
58 70 58 1
59 14 55 36
60 42 91 63
61 48 55 99
62 22 91 56
63 93 87 4
64 1 64 13
65 50 78 93
66 3 5 15
67 53 33 20
68 91 51 62
69 69 2 86
70 32 46 20
71 92 28 40
72 3 74 84
73 21 77 72
74 73 70 83
75 51 77 87
76 13 24 39
77 82 3 47
78 1 73 1
79 40 17 43
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
