80
100 100 100
0 5 4 7
1 6 34 6
2 11 11 9
3 1 24 18
4 1 2 3
5 6 11 1
6 8 16 25
7 14 25 3
8 30 11 20
9 28 20 30
10 19 35 31
11 28 16 11
12 14 18 21
13 17 11 8
14 4 20 14
15 30 8 8
16 23 20 28
17 7 16 17
18 22 7 10
19 27 17 29
20 12 5 29
21 9 27 23
22 6 4 3
23 29 19 7
24 27 31 30
25 20 26 16
26 32 13 6
27 15 8 28
28 31 2 17
29 27 7 25
30 26 19 31
31 23 28 1
32 30 1 19
33 20 8 12
34 19 1 30
35 12 8 26
36 26 29 31
37 22 17 17
38 17 16 33
39 18 22 24
40 29 4 15
41 4 12 30
42 14 24 26
43 7 7 17
44 18 18 5
45 7 5 24
46 34 23 23
47 35 16 21
48 25 34 19
49 15 23 18
50 28 4 22
51 13 18 35
52 17 1 4
53 6 33 15
54 16 29 15
55 1 2 10
56 18 17 34
57 20 10 32
58 27 17 5
59 25 27 7
60 27 34 19
61 18 6 22
62 33 26 8
63 23 1 3
64 22 29 22
65 22 17 12
66 21 13 26
67 7 15 6
68 21 14 15
69 32 5 3
70 13 21 20
71 5 5 14
72 3 5 11
73 1 24 8
74 16 31 18
75 18 3 3
76 3 23 12
77 24 12 23
78 35 17 27
79 27 23 22
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
