60
100 100 100
0 3 29 16
1 1 7 24
2 1 26 34
3 33 16 21
4 34 1 27
5 30 1 21
6 24 10 25
7 12 23 1
8 20 17 8
9 6 28 14
10 8 18 13
11 35 32 6
12 30 31 15
13 26 12 15
14 22 24 32
15 13 32 11
16 21 17 12
17 25 30 6
18 16 3 32
19 21 2 17
20 19 29 26
21 34 7 4
22 12 25 7
23 17 12 4
24 15 8 20
25 15 2 7
26 20 4 10
27 14 9 3
28 9 20 6
29 1 34 35
30 33 35 29
31 23 26 22
32 7 26 13
33 28 7 7
34 1 4 12
35 8 25 14
36 22 25 20
37 12 16 34
38 11 29 18
39 19 27 29
40 27 5 21
41 11 27 14
42 23 26 5
43 28 18 28
44 13 15 4
45 32 6 24
46 7 2 24
47 31 16 21
48 25 3 9
49 24 1 29
50 19 16 10
51 28 34 13
52 32 28 14
53 22 1 1
54 24 12 30
55 23 35 8
56 2 19 16
57 1 21 19
58 25 15 26
59 18 23 30
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
