80
30 30 30
0 3 3 2
1 5 7 10
2 3 1 3
3 9 9 9
4 4 5 2
5 2 2 9
6 4 3 9
7 8 6 10
8 3 8 4
9 1 9 3
10 10 8 5
11 4 3 7
12 6 10 2
13 7 9 4
14 3 7 2
15 2 1 8
16 4 10 6
17 9 9 7
18 9 7 1
19 6 4 5
20 5 1 5
21 1 1 6
22 7 2 6
23 3 3 4
24 5 7 2
25 2 3 6
26 8 7 1
27 4 3 2
28 10 10 5
29 3 2 6
30 9 2 1
31 3 2 9
32 3 10 8
33 3 9 10
34 3 3 7
35 9 9 10
36 10 4 9
37 8 4 10
38 10 3 5
39 8 2 9
40 4 2 7
41 2 10 8
42 10 3 6
43 4 10 3
44 5 10 1
45 5 3 6
46 1 4 9
47 4 5 3
48 1 5 2
49 1 3 6
50 3 1 9
51 8 8 10
52 4 9 4
53 6 6 9
54 6 6 4
55 5 9 5
56 3 10 10
57 10 4 6
58 7 3 3
59 6 1 3
60 10 4 6
61 1 7 1
62 7 1 8
63 5 10 7
64 8 5 9
65 2 10 4
66 8 7 2
67 6 4 2
68 1 7 7
69 5 10 8
70 8 10 8
71 8 2 5
72 4 10 6
73 4 5 6
74 9 4 9
75 8 4 1
76 5 2 7
77 10 6 10
78 2 9 1
79 2 2 3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
