40
100 100 100
0 87 74 90
1 52 19 32
2 67 85 95
3 1 98 61
4 11 44 18
5 93 75 39
6 5 71 8
7 90 49 95
8 85 73 100
9 32 1 49
10 55 3 87
11 26 91 31
12 85 84 88
13 78 75 62
14 12 68 51
15 82 17 78
16 84 68 93
17 76 17 98
18 89 25 39
19 50 39 76
20 28 72 87
21 61 75 12
22 45 28 71
23 20 95 28
24 18 39 25
25 52 65 89
26 81 92 86
27 63 40 5
28 12 61 9
29 95 37 99
30 83 60 22
31 19 80 4
32 66 8 3
33 86 79 81
34 93 88 50
35 91 84 48
36 14 22 76
37 28 93 90
38 84 73 26
39 46 22 63
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
