40
100 100 100
0 31 16 7
1 14 22 37
2 9 62 96
3 59 2 91
4 12 58 2
5 76 22 87
6 2 96 65
7 79 52 31
8 25 75 20
9 79 10 55
10 37 23 1
11 77 61 73
12 48 79 31
13 16 75 39
14 84 4 27
15 9 52 25
16 45 34 35
17 73 84 56
18 99 33 63
19 1 19 55
20 13 51 58
21 52 33 11
22 27 63 56
23 37 19 67
24 68 18 6
25 64 4 93
26 29 3 8
27 29 91 70
28 85 73 40
29 97 17 46
30 44 51 42
31 69 73 98
32 41 68 96
33 38 92 48
34 96 95 35
35 33 30 27
36 89 81 22
37 35 14 89
38 53 79 91
39 6 41 68
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
