60
100 100 100
0 69 18 45
1 35 44 75
2 80 51 82
3 100 76 59
4 79 26 51
5 68 56 30
6 64 83 10
7 8 25 97
8 62 68 31
9 65 77 10
10 27 64 4
11 40 30 100
12 56 90 97
13 78 69 4
14 72 27 56
15 32 54 100
16 88 98 40
17 100 46 70
18 21 28 76
19 42 55 94
20 36 28 71
21 67 11 36
22 1 99 60
23 9 66 2
24 59 34 91
25 71 64 74
26 53 7 26
27 95 6 56
28 74 35 17
29 22 29 5
30 26 65 55
31 71 55 95
32 79 97 87
33 90 79 67
34 97 28 19
35 66 94 47
36 5 22 25
37 98 1 3
38 68 32 91
39 100 58 82
40 16 18 51
41 58 57 4
42 19 99 33
43 76 72 32
44 56 2 15
45 86 39 76
46 40 9 58
47 4 2 62
48 58 57 94
49 63 11 75
50 74 18 98
51 44 61 62
52 72 39 31
53 31 46 84
54 5 35 39
55 4 37 74
56 29 51 82
57 84 46 30
58 81 22 80
59 7 29 86
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
