60
100 100 100
0 12 56 93
1 1 60 32
2 89 66 43
3 7 61 65
4 8 27 93
5 64 65 44
6 11 1 71
7 48 40 75
8 9 75 22
9 31 25 76
10 23 16 71
11 14 76 56
12 55 57 56
13 11 64 45
14 99 94 64
15 33 61 8
16 91 71 58
17 6 34 76
18 96 21 44
19 97 61 20
20 73 74 68
21 84 22 95
22 9 96 28
23 51 87 83
24 56 73 47
25 80 44 26
26 78 69 66
27 24 66 49
28 17 98 44
29 36 51 69
30 38 100 49
31 5 35 70
32 78 52 39
33 89 72 98
34 49 26 73
35 72 94 92
36 52 71 91
37 67 22 70
38 88 89 9
39 45 47 18
40 3 100 81
41 2 18 4
42 17 61 19
43 76 70 59
44 22 89 30
45 99 77 79
46 51 10 91
47 3 6 22
48 44 51 58
49 79 57 36
50 83 95 13
51 13 31 2
52 1 36 96
53 67 77 52
54 76 69 14
55 95 35 36
56 16 19 50
57 89 81 13
58 64 58 69
59 98 64 54
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
