60
100 100 100
0 23 2 21
1 90 63 89
2 73 95 84
3 60 2 24
4 21 30 47
5 57 38 55
6 35 57 7
7 96 77 32
8 41 31 68
9 74 56 92
10 6 99 31
11 11 97 13
12 94 32 38
13 36 62 82
14 57 70 84
15 42 96 80
16 8 24 89
17 94 57 60
18 20 37 23
19 46 71 1
20 60 9 59
21 87 97 15
22 59 82 10
23 35 17 22
24 11 18 15
25 13 68 22
26 64 32 38
27 16 17 47
28 39 47 80
29 20 40 7
30 76 96 30
31 74 65 23
32 89 48 21
33 47 49 44
34 12 52 14
35 35 7 57
36 8 26 63
37 45 42 40
38 64 78 86
39 45 77 8
40 98 12 79
41 39 94 94
42 74 53 26
43 98 72 8
44 70 61 78
45 61 75 57
46 32 40 52
47 38 78 6
48 58 47 96
49 83 18 89
50 91 23 76
51 87 29 41
52 63 72 47
53 31 13 42
54 55 21 97
55 64 45 99
56 60 100 12
57 45 20 50
58 17 67 4
59 51 28 77
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
