80
100 100 100
0 18 17 18
1 28 31 35
2 13 28 16
3 1 34 34
4 2 12 35
5 2 7 22
6 24 35 21
7 25 24 24
8 13 8 22
9 8 29 31
10 1 31 3
11 26 35 1
12 23 14 9
13 11 15 18
14 5 26 10
15 26 10 5
16 12 29 6
17 12 13 15
18 5 12 31
19 22 4 11
20 33 28 14
21 24 2 19
22 12 26 26
23 26 28 23
24 20 23 25
25 4 32 5
26 2 20 11
27 17 2 27
28 7 4 26
29 28 26 20
30 31 34 21
31 8 3 32
32 33 26 29
33 28 11 14
34 20 32 35
35 5 26 6
36 30 8 16
37 5 17 3
38 20 4 10
39 21 27 34
40 18 5 23
41 30 11 29
42 5 17 17
43 24 13 6
44 28 27 28
45 9 24 19
46 5 26 1
47 8 20 21
48 11 6 33
49 17 35 15
50 11 14 29
51 16 32 22
52 21 20 31
53 28 34 11
54 20 29 26
55 25 21 13
56 1 1 16
57 14 23 12
58 19 5 14
59 16 33 27
60 30 1 30
61 35 14 10
62 21 34 31
63 28 33 35
64 24 6 8
65 14 23 33
66 3 18 15
67 17 24 5
68 33 21 29
69 30 17 6
70 27 23 15
71 25 35 3
72 35 26 31
73 1 14 31
74 16 35 9
75 7 28 12
76 31 22 32
77 32 20 1
78 21 5 6
79 6 32 27
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
