40
100 100 100
0 14 7 28
1 32 7 16
2 4 4 32
3 22 31 24
4 35 17 31
5 14 2 9
6 20 30 35
7 14 18 16
8 31 23 3
9 17 35 20
10 33 4 20
11 22 16 20
12 12 34 26
13 1 1 5
14 14 8 33
15 33 20 27
16 17 35 18
17 27 11 19
18 34 30 35
19 3 18 33
20 35 10 16
21 1 15 3
22 8 7 7
23 8 30 31
24 26 21 19
25 16 30 33
26 18 7 20
27 34 8 32
28 21 33 5
29 27 2 9
30 24 33 22
31 20 8 18
32 15 28 23
33 7 20 26
34 5 30 6
35 23 1 23
36 15 29 18
37 35 6 32
38 24 28 1
39 8 5 16
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
