40
100 100 100
0 1 6 29
1 17 18 31
2 19 7 31
3 12 26 18
4 24 31 7
5 35 20 29
6 34 8 21
7 23 29 16
8 35 29 32
9 20 8 26
10 2 6 16
11 12 1 3
12 17 17 34
13 14 9 8
14 14 12 16
15 20 30 8
16 29 19 16
17 19 14 14
18 33 9 26
19 17 26 8
20 34 35 18
21 19 28 2
22 16 6 30
23 6 14 31
24 26 28 35
25 25 19 24
26 16 1 8
27 7 12 14
28 4 29 14
29 1 12 19
30 12 34 29
31 26 19 32
32 19 13 28
33 32 5 30
34 22 13 13
35 35 12 25
36 21 22 31
37 12 7 15
38 24 19 32
39 23 7 16
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
