60
100 100 100
0 62 4 57
1 87 28 19
2 16 79 74
3 9 4 22
4 81 67 41
5 57 84 37
6 98 66 43
7 82 6 8
8 79 72 64
9 32 51 79
10 57 23 31
11 72 75 79
12 34 43 89
13 45 34 46
14 80 89 81
15 4 6 100
16 41 17 97
17 40 42 68
18 34 71 64
19 57 86 76
20 79 36 54
21 47 75 24
22 74 25 45
23 56 86 5
24 50 30 95
25 11 80 22
26 14 72 24
27 23 13 57
28 54 43 6
29 92 47 69
30 99 25 69
31 31 88 70
32 50 71 29
33 35 19 96
34 97 96 76
35 5 96 30
36 68 52 19
37 6 29 11
38 6 96 5
39 26 28 19
40 18 20 68
41 76 91 5
42 36 60 11
43 47 80 38
44 47 35 69
45 16 69 18
46 43 10 66
47 83 64 14
48 53 17 20
49 61 52 58
50 75 67 42
51 91 74 13
52 69 59 96
53 100 31 68
54 35 7 39
55 70 3 55
56 64 8 57
57 90 37 39
58 43 1 47
59 40 32 12
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
