80
100 100 100
0 8 65 74
1 72 83 55
2 35 3 14
3 40 67 99
4 84 95 68
5 75 14 28
6 38 67 68
7 73 52 72
8 98 24 27
9 79 87 78
10 38 28 14
11 20 9 43
12 74 64 38
13 37 39 28
14 31 18 30
15 91 26 47
16 47 56 99
17 83 39 56
18 95 16 17
19 43 93 22
20 76 63 86
21 21 61 66
22 11 86 46
23 54 66 72
24 6 76 3
25 3 29 14
26 94 42 52
27 31 88 65
28 38 42 89
29 55 54 85
30 90 14 11
31 65 22 92
32 71 31 37
33 36 1 66
34 39 23 33
35 34 40 58
36 19 39 21
37 80 60 30
38 60 64 18
39 32 94 50
40 6 5 21
41 99 51 42
42 76 52 15
43 94 94 81
44 43 68 6
45 17 68 12
46 28 33 79
47 59 97 45
48 69 29 50
49 62 10 79
50 29 65 54
51 1 2 76
52 29 88 59
53 13 18 69
54 18 29 68
55 14 57 40
56 56 28 97
57 93 63 93
58 33 71 53
59 29 87 53
60 100 66 84
61 21 35 91
62 75 41 94
63 7 67 52
64 49 44 29
65 4 60 4
66 34 66 96
67 7 45 3
68 97 45 68
69 79 71 5
70 96 46 94
71 20 84 4
72 16 38 84
73 75 47 63
74 30 15 53
75 7 84 55
76 54 49 26
77 87 36 19
78 19 36 36
79 16 19 75
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
