40
100 100 100
0 28 2 32
1 18 19 23
2 29 19 20
3 25 27 14
4 1 7 17
5 20 9 11
6 11 2 34
7 32 8 31
8 19 5 8
9 2 20 34
10 35 23 5
11 32 34 8
12 5 6 7
13 30 23 34
14 5 14 3
15 5 24 16
16 1 19 35
17 19 19 13
18 14 6 25
19 26 34 6
20 14 8 25
21 34 22 23
22 28 26 21
23 16 14 4
24 30 32 8
25 16 28 9
26 35 27 10
27 7 25 17
28 24 7 15
29 27 18 8
30 34 3 34
31 32 26 25
32 14 8 2
33 28 21 17
34 20 27 13
35 33 31 14
36 22 19 22
37 31 11 11
38 3 5 11
39 10 9 28
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
