60
100 100 100
0 35 15 8
1 4 35 8
2 22 26 9
3 33 19 18
4 25 19 10
5 16 5 6
6 20 35 8
7 24 11 23
8 35 15 11
9 6 34 2
10 15 33 1
11 19 11 12
12 6 5 35
13 35 16 4
14 20 29 10
15 9 31 14
16 4 33 29
17 2 15 35
18 33 10 19
19 11 31 29
20 13 15 15
21 19 21 31
22 32 13 5
23 20 2 34
24 15 7 21
25 13 33 23
26 11 3 20
27 8 28 11
28 12 23 4
29 12 16 26
30 2 25 24
31 16 4 14
32 7 33 19
33 7 22 24
34 14 6 22
35 32 30 9
36 25 21 14
37 7 21 24
38 9 9 26
39 35 13 30
40 3 15 11
41 19 11 22
42 1 14 7
43 26 31 31
44 23 1 30
45 28 10 27
46 32 14 8
47 20 34 20
48 15 21 9
49 16 29 27
50 13 26 18
51 34 27 17
52 30 1 14
53 35 4 33
54 10 21 28
55 10 33 12
56 20 23 33
57 8 21 20
58 35 17 27
59 34 7 6
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
