60
100 100 100
0 3 23 21
1 2 30 9
2 13 20 28
3 9 25 5
4 21 28 14
5 14 14 2
6 15 6 15
7 5 8 33
8 18 34 2
9 13 20 7
10 2 13 31
11 23 31 10
12 12 21 35
13 29 34 12
14 35 6 6
15 34 1 13
16 9 15 13
17 9 9 32
18 27 13 8
19 7 16 19
20 10 10 13
21 1 32 21
22 1 24 5
23 13 14 28
24 30 5 8
25 23 33 1
26 34 17 14
27 28 35 4
28 5 20 27
29 26 21 29
30 22 31 18
31 4 8 23
32 6 30 23
33 2 29 11
34 24 28 17
35 18 34 24
36 21 8 8
37 4 24 1
38 12 22 27
39 15 35 18
40 10 23 33
41 11 25 3
42 4 21 9
43 12 33 1
44 17 25 31
45 23 28 11
46 1 17 27
47 11 25 23
48 31 31 21
49 2 22 8
50 4 27 8
51 5 2 19
52 16 14 12
53 30 11 34
54 18 3 7
55 14 33 16
56 33 32 21
57 5 1 32
58 32 21 24
59 4 3 30
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
