60
100 100 100
0 96 88 94
1 22 37 87
2 35 31 70
3 40 72 57
4 81 72 60
5 65 10 34
6 56 11 5
7 59 76 26
8 66 64 60
9 10 23 59
10 72 97 73
11 82 35 85
12 4 44 85
13 46 78 27
14 51 68 71
15 6 80 31
16 34 35 92
17 69 58 84
18 29 65 27
19 23 90 71
20 37 89 16
21 49 95 36
22 66 23 99
23 85 20 2
24 83 19 50
25 52 60 87
26 5 62 57
27 72 64 96
28 50 49 6
29 2 52 14
30 6 86 85
31 65 60 65
32 70 45 65
33 83 63 29
34 96 52 18
35 61 48 48
36 85 53 50
37 88 77 33
38 18 91 70
39 16 92 37
40 17 99 43
41 56 5 40
42 23 69 67
43 64 88 47
44 35 8 3
45 5 91 83
46 48 48 92
47 3 33 21
48 70 38 2
49 35 52 15
50 34 93 34
51 5 96 10
52 76 100 34
53 40 64 74
54 42 94 58
55 5 96 98
56 62 11 16
57 14 84 47
58 73 76 11
59 72 17 18
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
