40
100 100 100
0 20 22 26
1 28 28 35
2 32 24 5
3 29 28 6
4 7 26 2
5 28 5 20
6 5 34 5
7 18 33 18
8 10 8 33
9 35 23 16
10 31 14 13
11 2 9 2
12 7 12 20
13 22 9 35
14 11 29 1
15 9 21 7
16 34 20 30
17 35 1 23
18 23 13 13
19 30 4 15
20 19 12 15
21 34 19 17
22 32 7 6
23 14 16 11
24 3 25 14
25 20 26 29
26 4 28 24
27 11 11 35
28 21 9 6
29 3 16 29
30 1 20 9
31 21 10 1
32 18 35 8
33 1 13 28
34 27 33 15
35 10 2 5
36 14 35 17
37 17 29 16
38 11 9 29
39 14 20 22
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
