60
100 100 100
0 100 49 32
1 58 81 6
2 47 92 59
3 73 48 71
4 56 33 18
5 56 59 10
6 16 80 45
7 20 54 89
8 47 100 84
9 4 100 9
10 98 41 75
11 65 20 93
12 4 52 19
13 20 58 95
14 63 39 37
15 37 64 79
16 90 93 26
17 82 29 73
18 13 89 53
19 86 83 33
20 30 17 79
21 69 44 67
22 56 88 99
23 22 69 51
24 98 1 10
25 80 90 64
26 6 22 13
27 6 64 27
28 38 41 32
29 52 80 32
30 31 35 61
31 67 47 88
32 30 23 84
33 8 58 77
34 8 85 27
35 9 18 56
36 57 17 21
37 31 50 17
38 73 94 96
39 68 77 50
40 9 70 94
41 58 98 27
42 61 30 96
43 93 34 40
44 91 83 1
45 20 49 20
46 15 52 32
47 24 18 64
48 60 98 66
49 28 35 80
50 6 53 5
51 97 6 24
52 8 58 2
53 3 98 16
54 74 43 76
55 79 4 80
56 12 85 27
57 21 90 31
58 98 38 100
59 48 35 36
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
