40
100 100 100
0 32 34 21
1 32 21 13
2 30 5 2
3 2 31 19
4 15 5 2
5 17 27 22
6 6 30 6
7 33 22 14
8 9 25 12
9 33 15 5
10 15 33 14
11 7 22 12
12 6 22 7
13 26 4 33
14 12 9 27
15 12 9 14
16 26 8 25
17 15 29 18
18 29 17 11
19 20 11 30
20 19 8 12
21 25 30 29
22 29 29 20
23 5 10 6
24 24 15 9
25 12 16 16
26 14 30 19
27 14 35 10
28 27 16 35
29 11 9 22
30 19 35 2
31 9 27 4
32 22 19 31
33 23 35 10
34 33 4 15
35 34 1 10
36 19 22 8
37 5 8 35
38 12 13 4
39 25 27 24
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
