80
30 30 30
0 5 2 3
1 2 9 10
2 8 6 9
3 2 3 9
4 7 4 7
5 6 2 5
6 5 4 3
7 2 8 4
8 3 9 9
9 5 9 10
10 4 5 5
11 8 7 4
12 9 7 7
13 9 6 10
14 4 5 5
15 10 8 5
16 9 9 8
17 4 1 4
18 7 4 5
19 1 5 8
20 2 1 9
21 5 4 10
22 3 1 4
23 9 4 5
24 6 4 6
25 5 4 3
26 4 1 6
27 3 7 5
28 10 5 8
29 5 5 5
30 9 2 2
31 1 1 8
32 1 10 2
33 10 4 1
34 4 6 1
35 1 6 1
36 1 2 2
37 2 7 9
38 9 3 10
39 10 6 8
40 10 10 6
41 4 6 7
42 4 6 5
43 5 5 10
44 1 1 9
45 6 1 8
46 5 8 9
47 3 4 10
48 7 9 9
49 6 9 5
50 10 2 2
51 10 3 3
52 9 3 6
53 8 6 1
54 7 8 9
55 7 6 9
56 3 4 5
57 8 5 5
58 10 2 7
59 7 7 5
60 8 1 4
61 3 6 7
62 6 7 2
63 8 6 5
64 7 9 5
65 1 9 9
66 8 4 4
67 5 5 6
68 4 4 8
69 1 8 6
70 5 8 7
71 3 10 8
72 8 6 8
73 8 2 3
74 4 9 6
75 4 5 4
76 1 7 3
77 10 9 5
78 1 2 9
79 10 1 10
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
