80
30 30 30
0 10 7 3
1 2 2 3
2 9 1 1
3 4 10 7
4 9 6 10
5 10 8 3
6 7 2 10
7 4 6 3
8 5 9 3
9 7 2 4
10 5 10 8
11 6 10 3
12 4 8 3
13 2 4 10
14 1 5 7
15 3 4 4
16 9 7 5
17 10 9 3
18 3 2 8
19 1 9 7
20 5 4 6
21 4 1 10
22 3 2 6
23 3 6 10
24 10 8 7
25 3 5 9
26 7 8 1
27 6 1 1
28 8 2 4
29 1 1 10
30 10 2 1
31 5 1 5
32 6 10 5
33 8 1 2
34 1 7 3
35 3 2 10
36 7 4 5
37 6 2 6
38 5 5 10
39 10 6 6
40 8 2 10
41 6 6 9
42 6 5 6
43 3 7 5
44 8 8 7
45 5 8 10
46 5 2 7
47 10 2 2
48 9 3 3
49 9 4 6
50 4 4 10
51 8 2 6
52 1 6 7
53 1 1 5
54 2 7 7
55 9 8 1
56 9 7 7
57 7 9 8
58 7 9 8
59 10 6 7
60 1 8 2
61 3 5 8
62 6 6 4
63 8 7 7
64 6 5 8
65 10 2 8
66 6 4 4
67 6 10 4
68 10 1 9
69 3 5 2
70 8 7 10
71 7 4 10
72 2 3 6
73 5 4 9
74 9 7 2
75 1 3 7
76 6 4 1
77 2 3 10
78 7 5 2
79 1 7 7
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
