40
100 100 100
0 78 46 43
1 70 10 7
2 27 7 16
3 53 29 27
4 45 49 53
5 14 46 10
6 88 13 52
7 97 95 76
8 64 27 96
9 73 25 42
10 68 48 29
11 6 68 62
12 70 50 7
13 91 26 94
14 23 92 67
15 31 85 80
16 35 23 79
17 45 68 52
18 1 24 61
19 72 39 99
20 92 66 1
21 28 47 47
22 43 1 47
23 45 78 98
24 33 31 79
25 22 48 25
26 4 81 18
27 49 73 41
28 48 22 16
29 55 35 73
30 61 29 20
31 55 74 76
32 25 34 92
33 81 27 86
34 77 2 19
35 89 29 60
36 10 9 58
37 93 69 92
38 55 99 43
39 91 65 95
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
