40
100 100 100
0 53 69 66
1 5 39 93
2 65 87 77
3 85 58 47
4 64 42 28
5 33 84 56
6 43 6 64
7 58 84 63
8 28 7 41
9 19 56 13
10 45 74 10
11 51 75 20
12 4 51 43
13 81 4 50
14 98 41 53
15 70 91 5
16 39 27 89
17 77 26 13
18 91 43 90
19 46 40 92
20 63 61 57
21 18 90 94
22 22 62 1
23 54 89 2
24 24 66 25
25 28 65 30
26 31 99 83
27 57 89 5
28 95 54 40
29 44 81 49
30 16 56 63
31 19 70 96
32 9 11 54
33 42 89 78
34 27 58 24
35 78 84 41
36 50 93 16
37 53 24 57
38 66 25 57
39 72 30 14
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
