80
100 100 100
0 34 76 43
1 52 80 67
2 15 69 61
3 80 94 14
4 64 73 5
5 12 70 28
6 26 75 70
7 11 37 75
8 55 84 23
9 46 91 4
10 38 72 8
11 21 4 87
12 63 68 94
13 74 32 51
14 75 97 29
15 3 13 25
16 52 97 39
17 66 98 9
18 30 77 60
19 8 58 75
20 62 4 57
21 87 28 19
22 16 79 74
23 9 4 22
24 81 67 41
25 57 84 37
26 98 66 43
27 82 6 8
28 79 72 64
29 32 51 79
30 57 23 31
31 72 75 79
32 34 43 89
33 45 34 46
34 80 89 81
35 4 6 100
36 41 17 97
37 40 42 68
38 34 71 64
39 57 86 76
40 79 36 54
41 47 75 24
42 74 25 45
43 56 86 5
44 50 30 95
45 11 80 22
46 14 72 24
47 23 13 57
48 54 43 6
49 92 47 69
50 99 25 69
51 31 88 70
52 50 71 29
53 35 19 96
54 97 96 76
55 5 96 30
56 68 52 19
57 6 29 11
58 6 96 5
59 26 28 19
60 18 20 68
61 76 91 5
62 36 60 11
63 47 80 38
64 47 35 69
65 16 69 18
66 43 10 66
67 83 64 14
68 53 17 20
69 61 52 58
70 75 67 42
71 91 74 13
72 69 59 96
73 100 31 68
74 35 7 39
75 70 3 55
76 64 8 57
77 90 37 39
78 43 1 47
79 40 32 12
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
