60
100 100 100
0 11 32 18
1 21 32 5
2 18 2 10
3 24 19 21
4 21 15 15
5 32 1 10
6 25 9 18
7 13 14 18
8 3 4 13
9 22 9 20
10 8 22 29
11 27 14 10
12 2 25 14
13 26 28 25
14 6 5 32
15 28 12 28
16 12 29 8
17 22 27 29
18 3 3 34
19 1 6 31
20 11 14 25
21 22 5 23
22 18 27 26
23 12 33 27
24 26 15 27
25 25 15 25
26 9 9 19
27 14 8 19
28 30 20 24
29 31 29 18
30 28 28 17
31 22 11 17
32 25 15 35
33 11 27 19
34 30 16 25
35 35 21 18
36 27 31 18
37 23 31 9
38 3 20 34
39 20 4 29
40 20 29 15
41 23 4 17
42 26 4 22
43 16 28 32
44 20 8 29
45 6 21 19
46 34 20 31
47 18 18 3
48 28 1 17
49 32 30 33
50 12 3 35
51 6 10 26
52 3 6 27
53 22 30 7
54 33 12 12
55 23 29 21
56 19 30 17
57 3 29 33
58 34 19 3
59 33 25 5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
