60
30 30 30
0 7 4 6
1 5 3 4
2 6 10 2
3 3 7 10
4 6 1 1
5 7 1 10
6 2 1 1
7 1 5 1
8 9 7 7
9 2 6 4
10 9 2 1
11 7 10 7
12 2 3 6
13 3 2 1
14 6 4 1
15 8 8 10
16 9 2 10
17 9 10 5
18 6 3 3
19 8 2 9
20 6 3 6
21 4 8 8
22 1 3 7
23 9 6 8
24 2 3 10
25 2 6 5
26 5 8 10
27 8 7 8
28 5 3 9
29 1 6 4
30 6 6 7
31 4 4 9
32 3 5 6
33 9 9 10
34 5 6 2
35 4 5 8
36 4 4 5
37 6 9 1
38 5 1 4
39 10 4 6
40 2 7 3
41 7 1 6
42 5 10 3
43 9 3 7
44 5 8 2
45 6 5 8
46 8 2 3
47 7 8 8
48 1 7 4
49 7 1 5
50 3 1 1
51 4 2 7
52 2 2 3
53 6 2 7
54 2 10 6
55 10 10 9
56 10 10 3
57 2 5 4
58 4 7 6
59 6 3 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
