60
100 100 100
0 18 87 36
1 100 6 54
2 53 40 34
3 34 18 5
4 21 86 91
5 19 68 34
6 47 44 92
7 33 11 26
8 75 14 74
9 10 57 96
10 19 28 60
11 58 30 36
12 14 32 22
13 78 90 38
14 8 20 25
15 2 6 40
16 45 91 2
17 99 90 71
18 20 64 10
19 63 31 93
20 46 89 11
21 2 100 73
22 34 60 30
23 6 7 64
24 30 30 5
25 47 51 95
26 77 56 64
27 51 9 14
28 9 72 78
29 93 91 91
30 54 64 11
31 35 83 67
32 34 66 30
33 28 75 65
34 2 43 5
35 81 67 34
36 61 72 53
37 66 73 25
38 71 92 79
39 61 29 39
40 70 79 56
41 50 40 89
42 7 40 79
43 28 34 25
44 61 1 75
45 40 11 21
46 13 78 55
47 61 49 78
48 90 50 80
49 39 74 84
50 6 13 8
51 25 9 51
52 80 13 95
53 98 69 73
54 14 23 73
55 69 12 45
56 12 68 65
57 91 33 84
58 66 22 75
59 96 59 88
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
