60
100 100 100
0 97 49 9
1 55 51 10
2 53 33 10
3 96 91 51
4 89 100 44
5 70 79 4
6 15 7 62
7 54 27 12
8 45 17 85
9 87 20 42
10 31 46 49
11 84 34 2
12 80 88 99
13 78 16 44
14 24 32 71
15 36 38 50
16 98 78 98
17 61 65 72
18 87 11 41
19 61 64 96
20 99 29 56
21 30 94 83
22 73 49 49
23 100 64 39
24 89 43 20
25 7 40 2
26 100 88 41
27 89 66 97
28 91 22 100
29 54 66 61
30 11 98 4
31 17 62 81
32 57 71 97
33 79 75 96
34 67 50 53
35 63 26 99
36 97 75 55
37 58 4 57
38 70 26 52
39 93 6 7
40 90 7 34
41 78 23 90
42 12 84 32
43 19 23 28
44 66 45 7
45 61 28 3
46 29 99 89
47 87 45 23
48 76 88 61
49 88 79 54
50 12 48 98
51 37 85 78
52 6 85 47
53 93 33 68
54 64 6 24
55 53 58 62
56 61 96 60
57 32 45 28
58 4 42 52
59 78 41 96
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
