80
30 30 30
0 4 6 5
1 1 4 10
2 7 6 6
3 7 7 5
4 5 5 4
5 10 5 7
6 1 5 5
7 7 10 9
8 8 10 8
9 7 8 2
10 8 6 9
11 1 8 7
12 10 4 2
13 4 4 2
14 5 6 3
15 3 1 3
16 10 4 8
17 5 2 4
18 2 5 8
19 3 4 10
20 1 5 5
21 5 2 3
22 8 5 10
23 10 1 6
24 7 10 7
25 3 3 6
26 9 5 3
27 9 1 8
28 1 5 8
29 2 8 2
30 8 7 7
31 8 9 8
32 1 8 5
33 6 3 1
34 5 5 9
35 5 3 6
36 6 4 1
37 8 2 4
38 9 5 2
39 10 9 8
40 4 5 7
41 6 1 4
42 8 6 5
43 4 10 5
44 3 4 4
45 10 2 2
46 10 8 5
47 9 1 8
48 8 9 6
49 7 4 3
50 8 3 9
51 4 3 4
52 6 6 5
53 9 2 2
54 7 9 10
55 2 2 7
56 9 5 6
57 5 5 6
58 2 9 3
59 1 5 1
60 6 6 4
61 5 8 6
62 9 8 8
63 10 5 4
64 7 6 7
65 5 2 2
66 5 5 4
67 6 6 1
68 10 7 5
69 4 1 2
70 10 6 10
71 3 4 7
72 3 5 8
73 9 6 4
74 6 5 7
75 2 1 2
76 9 5 10
77 10 1 10
78 9 1 10
79 3 1 2
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
