60
100 100 100
0 12 5 29
1 9 27 23
2 6 4 3
3 29 19 7
4 27 31 30
5 20 26 16
6 32 13 6
7 15 8 28
8 31 2 17
9 27 7 25
10 26 19 31
11 23 28 1
12 30 1 19
13 20 8 12
14 19 1 30
15 12 8 26
16 26 29 31
17 22 17 17
18 17 16 33
19 18 22 24
20 29 4 15
21 4 12 30
22 14 24 26
23 7 7 17
24 18 18 5
25 7 5 24
26 34 23 23
27 35 16 21
28 25 34 19
29 15 23 18
30 28 4 22
31 13 18 35
32 17 1 4
33 6 33 15
34 16 29 15
35 1 2 10
36 18 17 34
37 20 10 32
38 27 17 5
39 25 27 7
40 27 34 19
41 18 6 22
42 33 26 8
43 23 1 3
44 22 29 22
45 22 17 12
46 21 13 26
47 7 15 6
48 21 14 15
49 32 5 3
50 13 21 20
51 5 5 14
52 3 5 11
53 1 24 8
54 16 31 18
55 18 3 3
56 3 23 12
57 24 12 23
58 35 17 27
59 27 23 22
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
