80
100 100 100
0 35 22 9
1 7 4 8
2 29 2 2
3 14 34 22
4 29 21 34
5 32 27 8
6 22 7 35
7 12 20 9
8 18 31 9
9 25 7 13
10 18 32 25
11 19 35 8
12 12 26 8
13 5 13 34
14 4 18 23
15 9 14 12
16 32 22 15
17 34 32 10
18 8 6 28
19 4 31 22
20 15 13 21
21 12 4 35
22 9 7 21
23 9 19 33
24 32 26 24
25 8 18 31
26 23 25 4
27 18 2 2
28 27 7 12
29 3 3 33
30 33 5 2
31 18 3 16
32 21 34 16
33 26 1 5
34 2 22 9
35 11 5 34
36 23 14 17
37 19 4 21
38 16 18 32
39 35 20 21
40 26 5 35
41 21 21 29
42 18 18 19
43 10 22 17
44 27 27 22
45 17 26 33
46 16 5 23
47 34 7 5
48 31 10 9
49 31 13 19
50 11 13 34
51 25 7 20
52 4 18 25
53 3 4 17
54 7 22 22
55 29 25 3
56 32 22 22
57 24 31 26
58 24 30 28
59 34 19 22
60 1 28 7
61 9 16 27
62 20 20 14
63 27 23 23
64 21 16 27
65 35 7 26
66 18 11 14
67 18 35 14
68 33 3 32
69 8 16 7
70 27 23 32
71 24 14 33
72 5 11 19
73 15 12 29
74 30 22 7
75 1 8 25
76 19 14 3
77 7 9 34
78 23 17 4
79 4 22 22
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
