80
100 100 100
0 23 51 12
1 18 14 34
2 95 11 50
3 60 75 7
4 32 67 1
5 82 62 1
6 36 20 65
7 78 85 57
8 11 85 59
9 59 59 19
10 53 24 46
11 32 97 78
12 19 66 56
13 59 63 62
14 4 78 65
15 51 84 80
16 40 40 44
17 86 9 62
18 59 68 88
19 42 21 80
20 10 58 19
21 19 67 1
22 74 88 64
23 80 47 36
24 32 84 65
25 1 57 98
26 67 56 13
27 19 68 7
28 69 10 94
29 51 83 87
30 18 96 95
31 32 20 25
32 22 86 1
33 6 31 34
34 28 23 59
35 65 40 23
36 19 80 40
37 56 16 95
38 84 87 15
39 17 68 71
40 76 38 2
41 8 15 80
42 4 56 81
43 37 5 1
44 67 43 46
45 40 81 63
46 36 57 3
47 98 22 71
48 72 69 55
49 79 87 91
50 74 9 11
51 84 98 93
52 74 84 2
53 48 68 6
54 49 50 4
55 12 12 86
56 8 26 61
57 35 24 23
58 15 31 54
59 12 94 98
60 62 23 69
61 75 24 21
62 21 93 4
63 32 67 57
64 51 99 49
65 58 87 30
66 97 83 76
67 67 25 7
68 68 14 76
69 66 59 2
70 83 85 93
71 45 64 81
72 2 55 19
73 70 3 24
74 94 31 49
75 13 80 99
76 46 42 50
77 16 43 49
78 90 56 88
79 43 64 8
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
