80
30 30 30
0 9 3 3
1 10 5 3
2 4 5 7
3 7 10 6
4 3 6 8
5 8 6 5
6 8 9 9
7 4 3 7
8 10 9 1
9 5 6 7
10 9 8 2
11 9 5 9
12 4 3 6
13 3 9 2
14 4 4 7
15 7 10 9
16 9 9 9
17 10 10 1
18 2 3 7
19 3 8 5
20 9 6 7
21 8 4 7
22 1 5 2
23 7 3 4
24 9 1 10
25 8 5 2
26 10 2 1
27 4 9 7
28 6 4 10
29 4 9 2
30 2 2 4
31 10 1 10
32 5 3 5
33 4 4 3
34 10 3 5
35 3 8 6
36 7 9 9
37 1 3 7
38 8 3 5
39 9 1 6
40 9 4 10
41 10 2 3
42 6 2 8
43 9 2 10
44 1 8 5
45 8 2 1
46 10 7 10
47 3 10 10
48 10 10 7
49 10 8 6
50 4 9 1
51 8 5 2
52 6 8 6
53 4 8 10
54 7 1 10
55 7 7 10
56 9 3 2
57 7 9 4
58 10 1 3
59 4 10 1
60 7 4 8
61 4 7 8
62 8 8 6
63 4 8 3
64 6 5 10
65 4 2 2
66 9 5 2
67 7 8 6
68 5 6 7
69 5 4 4
70 5 1 8
71 1 10 2
72 9 3 7
73 6 10 4
74 7 5 8
75 9 9 9
76 3 8 2
77 5 9 7
78 5 3 8
79 3 10 7
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79
